"word_combo","fa_cue","fa_target","type","cue_type","target_type","fa_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"احتراماعتماد","احترام","اعتماد","related","word","word",0.271523842387156,-0.942107374259607,0.466828911049619,0.23341445552481,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"احترامتوصیه","احترام","توصیه","unrelated","word","word",0.123281548722918,-0.828184363279203,0.356395753346584,0.178197876673292,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"احتراملیبرهن","احترام","لیبرهن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احتمالآماده کردن","احتمال","آماده کردن","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احتمالاحتمال دارد","احتمال","احتمال دارد","related","word","word",NA,-0.794456585701286,0.664684306522683,0.383755663296991,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"احتمالسرخرن","احتمال","سرخرن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احفعالبرواه","احفعال","برواه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احفعالتکنیک","احفعال","تکنیک","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احففجسله","احفف","جسله","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احففرسوایی","احفف","رسوایی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احمقخنگ","احمق","خنگ","related","word","word",0.517255579734917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احمقداريگاه","احمق","داريگاه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احمقفروشگاه","احمق","فروشگاه","unrelated","word","word",0.0793513017315551,-0.968135267369173,0.366705428654678,0.259299895299643,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"اخاهتمدوز","اخاه","تمدوز","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخاهدرجه حرارت","اخاه","درجه حرارت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخجرهشخصیت","اخجره","شخصیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخجرهگيزه","اخجره","گيزه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخس و زاساحتمالاً","اخس و زاس","احتمالاً","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخس و زاسکهث","اخس و زاس","کهث","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخطارپلاستیک","اخطار","پلاستیک","unrelated","word","word",0.120081613233879,0.467560204766303,2.5985476913935,0.982158708766888,7,7,7,0,1,4,7,0,0.571428571428571,FALSE,FALSE,FALSE
"اخطارپیغام","اخطار","پیغام","related","word","word",0.225293598659868,-1.03155959781994,0.443811302635677,0.256234575046107,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"اخطارحرتک","اخطار","حرتک","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخلشاهااین","اخل","شاهااین","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخلنظریه","اخل","نظریه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخوجنیب","اخو","جنیب","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اخوسرطان","اخو","سرطان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اداره کردنقفسه سینه","اداره کردن","قفسه سینه","unrelated","word","word",NA,-0.146284549718011,0.212132951120382,0.150000648250336,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"اداره کردنموفق شدن","اداره کردن","موفق شدن","related","word","word",NA,-0.550696982574883,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"اداره کردنمیندوسکوپ","اداره کردن","میندوسکوپ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ادارىىکردنانگر","ادارىىکردن","انگر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ادارىىکردنمنفجر شدن","ادارىىکردن","منفجر شدن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اداميپدادنعلت","اداميپدادن","علت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اداميپدادنقدبه","اداميپدادن","قدبه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اذدمدال","اذد","مدال","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اذدمشجمع","اذد","مشجمع","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارتباطدوستی","ارتباط","دوستی","related","word","word",0.27304472700567,-0.72373973853824,0.591338953805668,0.295669476902834,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"ارتباطروغن","ارتباط","روغن","unrelated","word","word",0.0686857228244737,-0.809204507672781,0.32873705999773,0.232452204351723,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ارتباطنذل","ارتباط","نذل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارتبمزتند","ارتبمز","تند","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارتبمزراه","ارتبمز","راه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اردوگاهروستا","اردوگاه","روستا","related","word","word",0.312735781292993,-0.81085855127641,0.0438870664967853,0.0310328423262618,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"اردوگاهشربت","اردوگاه","شربت","unrelated","word","word",0.0503402213238943,-0.18256748216994,0.152691830462514,0.10796942875183,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"اردوگاهکشتا","اردوگاه","کشتا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اررنگاهحقاص","اررنگاه","حقاص","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اررنگاهدانش","اررنگاه","دانش","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشتادخدمتشخار","ارزشتاد","خدمتشخار","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشتادرسمی","ارزشتاد","رسمی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشجمجمه","ارزش","جمجمه","unrelated","word","word",0.134841431561613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشدغرل","ارزش","دغرل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشقیمت","ارزش","قیمت","related","word","word",0.350754827399856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشمندگروگ","ارزشمند","گروگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشمندمهم","ارزشمند","مهم","related","word","word",0.482260117007041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارزشمندهاردی","ارزشمند","هاردی","unrelated","word","word",0.125181539768984,1.81034411286432,0.469991473374025,0.271349703669322,3,3,4,0,0.75,4,4,0,1,FALSE,FALSE,FALSE
"ارکستراداری","ارکستر","اداری","unrelated","word","word",0.0990623577140416,-0.398496162039457,0.361691053207999,0.161753156365316,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"ارکسترایف","ارکستر","ایف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارکسترگروه موسیقی","ارکستر","گروه موسیقی","related","word","word",NA,-0.804440116797211,0.0897103335359068,0.0634347851857466,2,3,3,0,1,1,3,0,0.333333333333333,FALSE,FALSE,FALSE
"ارکسیداجاق گاز","ارکسید","اجاق گاز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارکسیداروپش","ارکسید","اروپش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارگاسمضعمس","ارگاسم","ضعمس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارگاسملیبرال","ارگاسم","لیبرال","unrelated","word","word",0.141382880981701,0.170629728496609,0.851513672857295,0.491621648242806,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ارگاسمنعوظ","ارگاسم","نعوظ","related","word","word",0.393440098403533,0.620304102394633,0.391762392889127,0.22618412299291,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ارنيسمخطرناک","ارنيسم","خطرناک","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارنيسمنفانیکی","ارنيسم","نفانیکی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"از بین بردنبرداشتن","از بین بردن","برداشتن","related","word","word",NA,-1.12567913441881,0.0535811709469818,0.0378876093205265,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"از بین بردنکارگر","از بین بردن","کارگر","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"از بین بردنيسم","از بین بردن","يسم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"از بینآلردنبازايتیابی","از بینآلردن","بازايتیابی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"از بینآلردنغرور","از بینآلردن","غرور","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"از لحاظ مالیآستار","از لحاظ مالی","آستار","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"از لحاظ مالیتامین مالی","از لحاظ مالی","تامین مالی","related","word","word",NA,0.303358314302642,2.01885127750787,0.902857738593977,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"از لحاظ مالیکیفیت","از لحاظ مالی","کیفیت","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازاییآنجا","ازایی","آنجا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازاییتابش- تشبر","ازایی","تابش- تشبر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازگدحاظ مالیخدمتکار","ازگدحاظ مالی","خدمتکار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازگدحاظ مالینگتن","ازگدحاظ مالی","نگتن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازمالیفیوس","ازمالی","فیوس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازمالیمضطرب","ازمالی","مضطرب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازمایشتحزيلات","ازمایش","تحزيلات","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازمایشتست","ازمایش","تست","related","word","word",0.469507823982993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ازمایشرقت انگیز","ازمایش","رقت انگیز","unrelated","word","word",NA,-0.196127759931728,0.842628117536736,0.421314058768368,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"اژدهاادقق","اژدها","ادقق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اژدهاشیر نر","اژدها","شیر نر","related","word","word",NA,-0.104383189302547,0.433908099432267,0.194049601263657,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"اژدهاغیبت","اژدها","غیبت","unrelated","word","word",0.132727058933181,-0.411694731145685,0.485812423358298,0.242906211679149,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"اساهرهتکلی","اساهره","تکلی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اساهرهشیطان","اساهره","شیطان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استادیومبیسبال","استادیوم","بیسبال","related","word","word",0.474500338798511,0.422158703168268,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"استادیومراتتن","استادیوم","راتتن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استادیومماساژ","استادیوم","ماساژ","unrelated","word","word",0.139331205154007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استاودومتعدان","استاودوم","تعدان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استاودومکارگر","استاودوم","کارگر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استثنامربی نیرو","استثنامر","بی نیرو","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استثنامريبر","استثنامر","يبر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استثناییبايزیمان","استثنایی","بايزیمان","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استثناییقابل توجه","استثنایی","قابل توجه","related","word","word",NA,-0.0222071673178406,0.719182814596317,0.321628332337398,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"استثناییمنفجر شدن","استثنایی","منفجر شدن","unrelated","word","word",NA,-0.500944234143776,0.111689935583007,0.0789767108410332,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"استخاسمبریب ولدریب","استخاسم","بریب ولدریب","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استخاسمراننده","استخاسم","راننده","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استخداماجاره دادن","استخدام","اجاره دادن","related","word","word",NA,0.666789005758242,1.41676702136335,1.00180556816749,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"استخدامباگه","استخدام","باگه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استخدامتمام کردن","استخدام","تمام کردن","unrelated","word","word",NA,-0.363202984119117,0.125603505266179,0.0725172175765891,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"استخدینآفتاب","استخدین","آفتاب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استخدینفرهنگاه","استخدین","فرهنگاه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استخوانجمجمه","استخوان","جمجمه","related","word","word",0.48886332411398,-0.676423594091975,0.497366033700769,0.35169089516167,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"استخواندر باره","استخوان","در باره","unrelated","word","word",NA,0.396747353269649,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"استخوانمااينز","استخوان","مااينز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استراحتتوانایی","استراحت","توانایی","unrelated","word","word",0.122722255539726,-0.70467964210965,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"استراحتخواب","استراحت","خواب","related","word","word",0.31748366435614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استراحترومانتیک","استراحت","رومانتیک","unrelated","word","word",0.142291027239179,-0.512443557094997,0.0347208113650993,0.0245513211645607,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"استراحتکسمن","استراحت","کسمن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استرسافسردگی","استرس","افسردگی","related","word","word",0.413364097948745,0.0825676393171589,0.521202197953834,0.300916229290871,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"استرسپریدن","استرس","پریدن","unrelated","word","word",0.105170299196023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استرسقضاولککردن","استرس","قضاولککردن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استعفااخراج","استعفا","اخراج","related","word","word",0.431123789159037,-0.597723628877938,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"استعفااقیانويتاطلس","استعفا","اقیانويتاطلس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استعفاتازه کردن","استعفا","تازه کردن","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استعكهاقشه","استعكه","اقشه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استعكهعکاس","استعكه","عکاس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسسيلبه تازگی","اسسيل","به تازگی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسسيلمرست","اسسيل","مرست","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسطورهافسانه","اسطوره","افسانه","related","word","word",0.467550399765141,-0.397745162607244,0.17550364341065,0.101327075766899,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"اسطورهشپافر","اسطوره","شپافر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسطورهنگرانی","اسطوره","نگرانی","unrelated","word","word",0.0784234538027894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسکوتاتصسرب","اسکوتا","تصسرب","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسکوتاروان","اسکوتا","روان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسلومترخلاقیت","اسلومتر","خلاقیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسلومترخندهوسار","اسلومتر","خندهوسار","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسهالحالت تهوع","اسهال","حالت تهوع","related","word","word",NA,-0.106749738407882,0.668461748646824,0.472673835431986,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"اسهالسیاه","اسهال","سیاه","unrelated","word","word",0.105636368558625,-0.919082567922927,0.513401689564397,0.256700844782199,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"اسهالمکدی","اسهال","مکدی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشاره کردنتعفا","اشاره کردن","تعفا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشاره کردنرحم","اشاره کردن","رحم","unrelated","word","word",NA,-0.742150921334638,0.414120271323627,0.156522750113273,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"اشاره کردننشان دادن","اشاره کردن","نشان دادن","related","word","word",NA,0.739123945432369,1.1139874099329,0.643160930998615,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"اشتباهدرست","اشتباه","درست","related","word","word",0.34378223088722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتباهرویداد","اشتباه","رویداد","unrelated","word","word",0.12142861411235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتباهصدرو","اشتباه","صدرو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتیاقخرج کردن","اشتیاق","خرج کردن","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتیاقشور","اشتیاق","شور","related","word","word",0.385344301959846,-0.350720303126592,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"اشتیاقلبد","اشتیاق","لبد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتیقشتوانایی","اشتیقش","توانایی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتیقشدریادی","اشتیقش","دریادی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشکبریدن","اشک","بریدن","related","word","word",0.0984608128853613,0.271711050572253,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"اشکسبودیتن","اشک","سبودیتن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشککامیون","اشک","کامیون","unrelated","word","word",0.0653095964236232,0.0700631645537854,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"اشگتتعطیلات","اشگت","تعطیلات","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
